📺央视频道,#genre#
CCTV-1,http://112.123.243.37:50085/tsfile/live/0001_1.m3u8
CCTV-1,https://iptv.catvod.com/live.php?id=CCTV-1
CCTV-1,https://hls-gateway.vpstv.net/streams/476879.m3u8
CCTV-1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8
CCTV-1,http://3501776.xyz:35455/gaoma/cctv1.m3u8
CCTV-1,https://cdn5.163189.xyz/live/cctv1/stream.m3u8
CCTV-1,http://lu.wqwqwq.sbs/itv/1000000005000265001.m3u8?cdn=ystenlive
CCTV-1,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/600/index.m3u8?msisdn=202512091803098758e2ebe21d456e8433e0a551837fc2&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20251209180309&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=218.28.233.106&SecurityKey=20251209180309&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=336d5ed27a7b2639e9701147e7cd5146&ddCalcu=6343v16a5dyd5ace7de2774a171b027693e9&sv=10004&ct=android
CCTV-1,https://smart.pendy.dpdns.org/Smart.php
CCTV-1,https://live.chinacert.cftest5.cn/mg/?id=608807420
CCTV-2,http://222.169.85.8:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8
CCTV-2,https://iptv.catvod.com/live.php?id=CCTV2
CCTV-2,http://3501776.xyz:35455/gaoma/cctv2.m3u8
CCTV-2,http://hlsbkmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/1500/index.m3u8?&encrypt=
CCTV-2,http://lu.wqwqwq.sbs/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV-2,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/600/index.m3u8?msisdn=202512091803108f6ee54c74b04569af1ae14ca1ae45ae&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20251209180310&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=218.28.233.106&SecurityKey=20251209180310&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=8675c6c87e9a74c525165cb2df69a13a&ddCalcu=a836v17aa5z9ca66fcd827bec95a67145c25&sv=10004&ct=android
CCTV-2,https://hls-gateway.vpstv.net/streams/476881.m3u8
CCTV-2,https://smart.pendy.dpdns.org/Smart.php
CCTV-2,https://live.chinacert.cftest5.cn/mg/?id=631780532
CCTV-3,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8
CCTV-3,http://lu.wqwqwq.sbs/itv/1000000005000265003.m3u8?cdn=ystenlive
CCTV-3,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/1000/index.m3u8?msisdn=20251209180311bc02351505b940278dc88cd4748c2832&mdspid=&spid=699004&netType=0&sid=5500212864&pid=2028597139&timestamp=20251209180311&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=218.28.233.106&SecurityKey=20251209180311&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=a1deb6f9a23b3f8c470c0ab4c3f8134e&ddCalcu=ea41v3da1ea8baf63fc94ab2a30bc30f784c&sv=10004&ct=android
CCTV-3,https://hls-gateway.vpstv.net/streams/476883.m3u8
CCTV-3,https://smart.pendy.dpdns.org/Smart.php
CCTV-3,https://live.chinacert.cftest5.cn/mg/?id=624878271
CCTV-3,https://zby.130519.xyz/PLTV/11/224/3221225766/index.m3u8
CCTV-3,http://webmail.axxe.top:4022/rtp/239.3.1.172:8001
CCTV-3,http://alvin.ergotron.net:8000/udp/239.77.0.169:5146
CCTV-4,https://live-play-hls.cctvnews.cctv.com/CCTVChannel/channel_cctv4_mbd.m3u8?auth_key=1765328400-1-b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c-a8f25527b212e26d6b0961bd460c1205&yid=b59134a2ead43d7f783f943c8f535e7bb80c5169575b2e8efcd5b3ddea21b41c
CCTV-4,http://1.24.39.180:9003/hls/4/index.m3u8
CCTV-4,http://sh.lnott.top:880/dx04.m3u8
CCTV-4,http://z.b.bkpcp.top/m.php?id=CCTV-4国际
CCTV-4,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8
CCTV-4,http://lu.wqwqwq.sbs/itv/1000000005000265004.m3u8?cdn=ystenlive
CCTV-4,http://3501776.xyz:35455/itv/1000000005000265004.m3u8?cdn=ystenlive
CCTV-4,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv4hd/600/index.m3u8?msisdn=20251209180312d1f02861f5144f8185e2e302476ebbb6&mdspid=&spid=699004&netType=0&sid=5500346947&pid=2028597139&timestamp=20251209180312&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=631780421&ParentNodeID=-99&assertID=5500346947&client_ip=218.28.233.106&SecurityKey=20251209180312&promotionId=&mvid=5101064235&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=896e01485414b5c6c70d9cf86e373fe7&ddCalcu=78e9vf6a3ey70a31e46885f4c194db057cc6&sv=10004&ct=android
CCTV-4,https://hls-gateway.vpstv.net/streams/476884.m3u8
CCTV-4,https://smart.pendy.dpdns.org/Smart.php
CCTV-5,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8
CCTV-5,https://smart.pendy.dpdns.org/Smart.php?id=cctv5
CCTV-5,https://ldcctvwbcdks.v.kcdnvip.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?b=200-2100
CCTV-5,https://iptv.catvod.com/live.php?id=CCTV-5%20%E4%BD%93%E8%82%B2
CCTV-5,https://hls-gateway.vpstv.net/streams/476885.m3u8
CCTV-5,http://3501776.xyz:35455/gaoma/cctv5.m3u8
CCTV-5,http://lu.wqwqwq.sbs/itv/1000000005000265005.m3u8?cdn=ystenlive
CCTV-5,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/600/index.m3u8?msisdn=2025120918031497380b3673f1492fb805a7f061f8fb28&mdspid=&spid=699004&netType=0&sid=5500516171&pid=2028597139&timestamp=20251209180314&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=218.28.233.106&SecurityKey=20251209180314&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=b03ec3542d292fc86c1f6c179f038995&ddCalcu=5b90v93a8ew3ca03f594721dc269f21fcc68&sv=10004&ct=android
CCTV-5,https://live.chinacert.cftest5.cn/mg/?id=641886683
CCTV-5,https://zby.130519.xyz/PLTV/11/224/3221225734/index.m3u8
CCTV-5+,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus
CCTV-5+,https://hls-gateway.vpstv.net/streams/476888.m3u8
